"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"24/12/2021";"1200";"23,4";"98,0";"";"1,0";"140,0";"8,8";"";"";"";"12,6"
"24/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"25/12/2021";"0000";"27,7";"88,0";"";"0,0";"0,0";"8,8";"4,00";"34,3";"";""
"25/12/2021";"1200";"25,3";"96,0";"";"1,0";"180,0";"6,3";"";"";"";"0,0"
"25/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"26/12/2021";"0000";"28,9";"89,0";"";"1,0";"50,0";"8,8";"";"";"";""
"26/12/2021";"1200";"";"";"";"";"";"";"";"";"";""
"26/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"27/12/2021";"0000";"";"";"";"";"";"";"5,70";"33,7";"";""
"27/12/2021";"1200";"24,8";"99,0";"";"1,0";"360,0";"7,5";"";"";"";"7,8"
"27/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"28/12/2021";"0000";"27,7";"85,0";"";"1,0";"360,0";"2,5";"0,00";"27,9";"";""
"28/12/2021";"1200";"24,8";"99,0";"";"1,0";"90,0";"10,0";"";"";"";"0,0"
"28/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"29/12/2021";"0000";"24,8";"96,0";"";"0,0";"0,0";"10,0";"2,60";"31,5";"";""
"29/12/2021";"1200";"23,4";"98,0";"";"0,0";"0,0";"7,5";"";"";"";"1,2"
"29/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"30/12/2021";"0000";"26,9";"91,0";"";"0,0";"0,0";"2,5";"1,20";"32,3";"";""
"30/12/2021";"1200";"24,8";"96,0";"";"1,0";"360,0";"10,0";"";"";"";"1,4"
"30/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"31/12/2021";"0000";"27,3";"88,0";"";"2,1";"90,0";"10,0";"3,30";"33,1";"";""
"31/12/2021";"1200";"23,8";"99,0";"";"0,0";"0,0";"7,5";"";"";"";"0,0"
"31/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
